Food group,Food name,Quantity,Is fortified with,ENERCJ (kJ),ENERCC (kcal),WATER (g),PROT (g),PROTPL (g),PROTAN (g),NT (g),TRP (mg),FAT (g),FACID (g),FASAT (g),FAMSCIS (g),FAPU (g),FAPUN3 (g),FAPUN6 (g),FATRS (g),CHO (g),SUGAR (g),STARCH (g),POLYL (g),FIBT (g),ALC (g),OA (g),ASH (g),CHORL (mg),NA (mg),K (mg),CA (mg),P (mg),MG (mg),FE (mg),HAEM (mg),NHAEM (mg),CU (mg),SE (µg),ZN (mg),ID (µg),VITA_RAE (µg),VITA_RE (µg),RETOL (µg),CARTBTOT (µg),CARTA (µg),LUTN (µg),ZEA (µg),CRYPXB (µg),LYCPN (µg),VITD (µg),CHOCALOH (µg),CHOCAL (µg),ERGCAL (µg),VITE (mg),TOCPHA (mg),TOCPHB (mg),TOCPHD (mg),TOCPHG (mg),VITK (µg),VITK1 (µg),VITK2 (µg),THIA (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),NIAEQ (mg),NIA (mg),FOL (µg),FOLFD (µg),FOLAC (µg),VITC (mg),F4:0 (g),F6:0 (g),F8:0 (g),F10:0 (g),F11:0 (g),F12:0 (g),F13:0 (g),F14:0 (g),F15:0 (g),F16:0 (g),F17:0 (g),F18:0 (g),F19:0 (g),F20:0 (g),F21:0 (g),F22:0 (g),F23:0 (g),F24:0 (g),F25:0 (g),F26:0 (g),FASATXR (g),F10:1CIS (g),F12:1CIS (g),F14:1CIS (g),F16:1CIS (g),F18:1CIS (g),F20:1CIS (g),F22:1CIS (g),F24:1CIS (g),FAMSCXR (g),F18:2CN6 (g),F18:2CN9 (g),F18:2CT (g),F18:2TC (g),F18:2R (g),F18:3CN3 (g),F18:3CN6 (g),F18:4CN3 (g),F20:2CN6 (g),F20:3CN9 (g),F20:3CN6 (g),F20:3CN3 (g),F20:4CN6 (g),F20:4CN3 (g),F20:5CN3 (g),F21:5CN3 (g),F22:2CN6 (g),F22:2CN3 (g),F22:3CN3 (g),F22:4CN6 (g),F22:5CN6 (g),F22:5CN3 (g),F22:6CN3 (g),F24:2CN6 (g),FAPUXR (g),F10:1TRS (g),F12:1TRS (g),F14:1TRS (g),F16:1TRS (g),F18:1TRS (g),F18:2TTN6 (g),F18:3TTTN3 (g),F20:1TRS (g),F20:2TT (g),F22:1TRS (g),F24:1TRS (g),FAMSTXR (g),FAUN (g)
Fats and oils,Oil coconut,per 100g,,3665,892,0,0,0,0,,0,99.1,90.4,83.7,5.2,1.3,0,1.3,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0.1,0,0.1,0,0,0.02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.6,0.2,0,0.6,0.6,,0,0,0,0,,0,0,0,0,0,0,0.72,7.69,5.61,0,43.77,0,16.01,0,7.6,0,2.26,0,0.09,0,0,0,0,,,0,0,0,0,0,5.25,0,0,0,,1.27,,,,,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,,,,0,0,0,0,,0,,0,,,0.18
"Sugar, sweets and sweet sauces",Fudge/caramel soft,per 100g,,1831,435,11,1.9,0,1.9,,,16,15.4,3.1,7.1,5.2,0.5,4.6,0,70.8,63.8,7,0,0.3,0,,,,206,153,126,105,13,0.2,0,0.2,0.09,1,0.5,15,0,0,0,,,,,,,0,0,0,0,0.3,,,,,,,,0.02,0.17,0.03,0.3,,0.1,4,4,0,0,0,0,0,0,0,0.01,0,0.04,0,2.39,0.01,0.52,0,0.06,0,0.05,0,0.02,0,0,0,0,0,0,0.05,6.94,0.06,0,0,0,4.64,0,0,0,0,0.52,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,
"Sugar, sweets and sweet sauces",Aniseed comfits crushed/pink&white/blue&white,per 100g,,1704,402,1.4,2,2,0,,,2.4,2,0.1,1.5,0.5,0,0.5,0,92,79,13,0,2.2,0,,,0,7,219,97,66,27,5.6,0,5.6,0.15,1,0.8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.05,0.04,0.098,0,,0.5,1.5,1.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,1.47,0,0,0,,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0
"Sugar, sweets and sweet sauces",Chocolate flakes mix white and dark,per 100g,,1893,450,3.7,3.2,2.9,0.2,,,14.4,13.8,9,4.6,0.4,0,0.4,0,75.2,71.8,3.4,0,3.5,0,,,0,34,493,72,164,87,6.2,0,6.2,0.77,4,0.49,9.8,29,30,28,14,3,29,4,0,0,0,0,0,,1,0.5,0,0.2,4.8,,,,0.06,0.17,0.04,0.44,,0.1,14.2,14.2,0,0,0.05,0.03,0.01,0.03,0,0.03,0,0.14,0.01,3.68,0.04,4.8,0.02,0.12,0,0.01,0,0.01,0,0,0,0,0,0.01,0.04,4.55,0.01,0,0,0,0.43,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08
Non-alcoholic beverages,Fruit drink conc w sugar and sweetener 20-25 g CHO,per 100g,,397,94,76.6,0.1,0.1,0,,,0,0,0,0,0,0,0,0,23.3,23.2,0.1,0,0,0,,,0,3,80,0,0,4,0,0,0,0.01,0,0.05,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Non-alcoholic beverages,Fruit drink conc w 45-50 mg vit C,per 100g,VITC,1013,238,40.4,0,0,0,,,0,0,0,0,0,0,0,0,59.6,59.3,0.3,0,0,0,,,0,3,80,0,0,4,0,0,0,0.01,0,0.05,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sugar, sweets and sweet sauces",Mentos cheewy dragee,per 100g,,1643,387,5.6,0,0,0,,,1.9,1.8,1.7,0.1,0,0,0,0,92.5,69,23.5,0,0,0,,,0,40,5,4,3,2,0.2,0,0.2,0.05,0,0.04,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0.02,0.16,0.11,0,0.88,0,0.32,0,0.15,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cereals and cereal products,Pasta gluten free cooked Schar,per 100g,,606,143,65,3.6,3.6,0,,,1,0.7,0.1,0.1,0.4,0,0.4,0,29.5,0.2,29.3,0,0.9,0,,,0,21,37,5,32,13,0.4,0,0.4,0.06,1,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,0.2,,,,,0,0,,0.07,0.03,0.08,0,,0.1,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
Cereals and cereal products,Pasta w fibre Honig cooked,per 100g,FIBT,567,134,65,4.4,4.4,0,,,0.6,0.4,0.1,0.1,0.2,0,0.2,0,25.6,1.4,24.2,0,4.4,0,,,0,5,40,9,50,22,0.8,0,0.8,0.13,2,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.04,0.02,0.032,0,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.23,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.01
"Fish, crustacean and shellfish",Surimi,per 100g,,515,122,73.7,6.8,0,6.8,,,3.6,2.5,0.2,1.6,0.7,0.2,0.5,0,15.5,3.7,11.8,0,0.3,0,,,11,710,52,19,44,12,0.4,0.4,0,0.04,9,0.19,10,28,28,28,0,,,,,,0.3,,,0,1.1,,,,,0.1,0.1,,0.02,0.02,0.03,0.71,,0.2,2,2,0,,0,0,0,0,0,0,0,0,0,0.11,0,0.04,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,1.54,0.03,0,0,0,0.52,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01
Savoury snacks,Crisps tortilla several flavours,per 100g,,2036,487,7.2,6.6,6.6,0,,,25,23,2.6,6.8,13.7,0,13.6,0,56.6,3.2,53.4,0,4.6,0,,,0,687,213,5,200,32,2.3,0,2.3,0.11,7,0.23,5,38,76,0,455,,,,,,0,0,0,0,4.3,,,,,,,,0.02,0.1,0.213,0,,1.3,20,20,0,0,0,0,0,0,0,0,0,0.02,0,1.45,0,0.83,0,0.05,0,0.16,0,0.05,0,0,0,0,0,0,0.02,6.69,0.05,0,0,0,13.6,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
Vegetables,Vegetables for stir-frying mushroom cooked,per 100g,,105,25,91.6,1.9,1.9,0,,7,0.3,0.2,0.1,0,0.2,0.1,0.1,0,2.6,1.6,1,0,1.9,0,,0.2,0,6,231,25,40,9,0.7,0,0.7,0.16,2,0.27,1.5,61,123,0,672,118,606,11,10,5,0,0,0,,0.5,0.5,0,0,0.1,15.7,15.7,,0.05,0.12,0.098,0,1.5,1.4,28.3,28.3,0,11,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fish, crustacean and shellfish",Sardines grilled,per 100g,,719,171,67.2,25.3,0,25.3,4.1,,7.8,7.2,2.4,1.4,3.3,3.2,0.2,0,0,0,0,0,0,0,,,60,140,400,130,320,34,1.7,0.6,1.1,0.14,38,1.4,32,6,6,6,0,,,,,,12.3,,,0,0.3,0.3,0,0,0,,,,0,0.25,0.41,12,,6.9,4,4,0,0,,,,,,0,,0.25,0.02,1.67,,0.39,,0.06,,,,,,,,,,0,0.28,1.13,,,,,0.05,,,,,0.06,0.01,0.2,0,,,,0.12,,0.89,,,,,,,0.25,1.77,,,,,,,0,,,,,,,,0.04
"Fish, crustacean and shellfish",Fish fatty >5 g fat prepared in microwave oven no ingredients added,per 100g,,844,202,63.9,24.7,0,24.7,,51,11.5,10.6,2.7,5.2,2.5,2.1,0.4,0,0,0,0,0,0,0,,0.2,94,82,332,29,227,17,0.8,0.2,0.6,0.04,20,0.78,13.5,363,363,363,0,0,6,2,0,0,6.3,0,1.5,,0.7,0.6,0.1,0,0.2,,,,0.15,0.26,0.257,3.98,8,7.2,12.5,12.5,0,1,,,0,0,,0.01,,0.43,0.06,1.79,0.04,0.38,,0.02,,0,,0,,,0.01,,,0.03,0.8,2.57,0.87,0.85,0.07,,0.21,,,,,0.12,0.02,0.14,0.04,,,0.02,0.12,,0.56,,,,0,0.03,,0.22,1.04,,,,,,,,,,,,,,,0.08
Cereals and cereal products,Filo pastry unprepared,per 100g,,1210,286,28.7,8,8,0,,,1.9,1.8,0.4,0.8,0.6,0.1,0.5,0,57.9,3,54.9,0,2.4,0,,1.1,0,253,124,63,86,23,1.5,0,1.5,0.06,9,0.59,1,0,0,0,1,,,,,,0,0,0,0,0.5,,,,,,,,0.14,0.03,0.09,0,,1.3,17,17,0,0,0,0,0,0,0,0,0,0.01,0,0.28,0,0.06,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0.82,0.01,0,0,0,0.55,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Milk and milk products,Milkbased drink Yakult Plus,per 100g,"FIBT, VITC",189,45,79,1.3,0,1.3,,,0,0,0,0,0,0,0,0,10.2,4.1,0.8,5.3,3.1,0,0.5,,0,19,51,43,33,4,0,0,0,0.01,1,0.14,6,,,,,,,,,,0,0,0,0,,,,,,0,0,0,0.02,0.06,0.1,0.01,,,2,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcoholic beverages,Beer w fruitjuice Radler,per 100g,,167,39,91.1,0.4,0.4,0,,2,0,0,0,0,0,0,0,0,6.5,5.7,0.7,0.1,0.1,1.6,0.2,0.1,0,2,29,4,12,4,0,0,0,0.01,0,0.02,0.2,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0.01,0.024,0.01,0.4,0.4,4.4,4.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
Alcoholic beverages,Beer bock,per 100g,,254,61,84.8,0.6,0.6,0,,,0,0,0,0,0,0,0,0,5.2,1.2,3.9,0.2,0.3,5.3,,,0,2,53,3,20,8,0,0,0,0.01,0,0.03,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0.03,0.078,0.02,,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Milk and milk products,Yoghurt semi-skimmed lactose free,per 100g,,176,42,91.2,4.5,0,4.5,,,1.5,1.4,1,0.3,0,0,0,0,2,2,0,0,0,0,0.8,,4,40,142,120,88,12,0.1,0,0.1,0.01,1,0.45,14.9,16,17,15,8,0,1,0,0,0,0,0,0,0,0,,,,,0.7,0.2,0.5,0.03,0.2,0.03,0.39,,0.1,9,9,0,2,0.05,0.03,0.02,0.04,0,0.06,0,0.16,0.02,0.43,0.01,0.14,0,0,0,0,0,0,0,0,0.03,0.01,0,0.02,0.02,0.28,0,0,0,0,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04
Milk and milk products,Yoghurt drink Actimel fruit,per 100g,"CHOCAL, VITB6, VITD",304,72,83.6,2.7,0.1,2.6,,,1.5,1.4,1,0.3,0,0,0,0,11.7,11.6,0.1,0,0.5,0,,,5,40,128,120,78,10,0,0,0,0.02,1,0.29,13,14,15,13,9,,,,,,0.8,,0.8,0,0,,,,,0,0,0,0.03,0.13,0.21,0.27,,0.1,7.3,7.3,0,0,0.05,0.03,0.02,0.04,0,0.06,0,0.16,0.02,0.43,0.01,0.14,0,0,0,0,0,0,0,0,0.03,0.01,0,0.02,0.02,0.28,0,0,0,0,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04
"Fish, crustacean and shellfish",Pollock (Alaska) raw,per 100g,,305,72,83.7,16.4,0,16.4,2.6,,0.7,0.6,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,49,68,216,12,120,30,0.2,0.1,0.1,0.03,27,0.4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0.03,0.09,0.04,2.3,,2.6,5,5,0,0,0,0,0.01,0,,0.01,0,0.01,0,0.1,0.01,0.03,,0,,0,,0,,,,0,0,0,0.05,0.12,0.02,0,0,,0.01,,,,,0,0,0,0,,,,0,,0.05,,0,,,0,,0.01,0.11,,,,,,,,,,,,,,,0.04
"Fish, crustacean and shellfish",Pollock (Alaska) steamed,per 100g,,510,120,72.8,27.4,0,27.4,4.4,,1.2,1,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,,,82,114,360,20,201,49,0.3,0.1,0.2,0.05,44,0.6,94,0,0,0,,,,,,,0,0,0,0,1,,,,,0,0,0,0.05,0.15,0.07,3.9,,3.9,9,9,0,0,0,0,0.01,0,0,0.01,0,0.02,0.01,0.17,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.2,0.03,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0,0,0.02,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07
"Fish, crustacean and shellfish",Prawns cooked,per 100g,,295,70,84,15.4,0,15.4,2.5,,0.9,0.7,0.2,0.2,0.3,0.2,0,0,0,0,0,0,0,0,,,143,588,74,65,127,36,1,0.2,0.8,0.28,30,1,13,0,0,0,,,,,,,0,0,0,0,3.6,,,,,0.1,0.1,,0,0.05,0.03,2.3,,0,10,10,0,0,0,0,0,0,,0,0,0.02,0.01,0.12,0.01,0.02,,0,,0,,0,,,,0,0,0,0.05,0.14,0.02,0.01,0,,0.01,,,,,0,0,0,0,,,,0.01,,0.14,,0,,,0,,0,0.1,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Lemon sole raw,per 100g,,310,73,82.7,16.7,0,16.7,2.7,,0.7,0.6,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,47,115,177,17,124,26,0.1,0,0.1,0,50,0.3,23,0,0,0,,,,,,,,,,0,0.7,,,,,,,,0.15,0.08,0.15,1,,4.3,13,13,0,0,0,0,0,0,,0,0,0.02,0.01,0.1,0.02,0.02,,0,,0,,0,,,,0,0,0,0.05,0.08,0.02,0,0,,0,,,,,0,0,0.01,0,,,,0.01,,0.05,,0,,,0.01,,0.04,0.05,,,,,,,,,,,,,,,
"Fish, crustacean and shellfish",Pangasius raw,per 100g,,313,74,83.7,14.9,0,14.9,2.4,,1.6,1.3,0.6,0.5,0.2,0,0.2,0,0,0,0,0,0,0,,,36,204,293,10,166,29,0.1,0,0.1,0.02,18,0.3,3,0,0,0,,,,,,,1.4,0,1.4,0,0.2,,,,,,,,0.02,0.06,0.12,1,,6.3,10,10,0,0,0,0,0,0,,0,0,0.04,0,0.38,0.01,0.13,,0,,0,,0,,,,0,0,0,0.01,0.48,0.02,0,0,,0.11,,,,,0.01,0,0,0.01,,0.01,,0.02,,0,,,,,0,,0,0.01,,0,,,,,,,,,,,,,
Potatoes and tubers,Rosti rounds frozen unprepared,per 100g,,746,178,62.9,2,2,0,,,7.3,7,0.8,2,4.1,0,4.1,0,24.5,1,23.5,0,3.4,0,,,0,433,426,9,77,21,0.5,0,0.5,0.11,1,0.37,,0,0,0,1,0,22,6,1,1,0,0,0,0,0.6,0.5,0.2,0,0,,,,0.07,0.03,0.172,0,,1.2,17.4,17.4,0,17,0,0,0,0,0,0,0,0.01,0,0.44,0,0.25,0,0.01,0,0.05,0,0.01,0,0,0,0,0,0,0.01,2.03,0.01,0,0,0,4.12,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Cold meat cuts,Processed meat products low sodium,per 100g,,748,179,67.2,16.1,0,16.1,,40,11.1,10.4,3.6,4.5,2.1,0.2,1.9,0.1,3.5,1.5,2,0,0.2,0,0.2,2.7,18,49,627,14,264,18,1.4,0.5,0.9,0.06,12,2.5,4.4,11,12,11,0,0,0,0,1,0,0.4,0.1,0.3,,0.4,0.4,0,0,0.1,0,,,0.25,0.15,0.27,0.93,7.1,6.4,5.9,5.9,0,9,0,0,0,0.01,0,0.02,0,0.19,0.01,2.23,0.03,1.03,0,0.03,0,0.02,0,0,0,0,0,0,0,0.01,0.25,4.15,0.05,0,0,0.02,1.8,0,0,0,0,0.19,0,0,0.03,0,0.01,0,0.03,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0.13
Bread,Rice cake puffed plain wo salt,per 100g,,1651,390,4.5,6.6,6.6,0,,,3,2.6,0.7,0.8,1.1,0,1.1,0,81.8,1,80.8,0,4.7,0,,1.6,0,3,303,18,324,132,0.9,0,0.9,0.22,10,2,2.2,0,0,0,0,,,,,,0,0,0,0,0.8,,,,,,,,0.34,0.03,0.17,0,,4.8,49,49,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,1.09,,,,,0,,0,0,,,,,,0,,,,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
Bread,Wheat bread wholemeal fine w pumpkin seeds,per 100g,,1151,274,35,13.2,13.2,0,2.2,,7.5,7.1,1.7,1.7,3.6,0.1,3.5,0,35,1.8,33.2,0,6.8,0,,2.6,1,347,289,34,313,123,2.7,0,2.7,0.22,4,2.21,50.2,0,0,0,0,0,,,,,0,0,0,,0.2,0.1,0.1,0,0.2,,,,0.11,0.07,0.107,0,,1.9,44.7,44.7,0,0,0,0,0,0,,0,,0.01,0,1.21,0.01,0.41,,0.03,0,0.01,0,0.02,,,,,,0,0.01,1.64,0.01,,0,,3.47,,,,,0.1,0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0.01,0,,0,0,,,,0.08
Bread,Wheat bread av brown and wholemeal ,per 100g,,995,235,38.7,10.5,10.5,0,1.7,,2,1.8,0.4,0.6,0.8,0.1,0.7,0,41,1.9,39.1,0,5.8,0,,2,1,395,229,32,171,55,1.7,0,1.7,0.19,4,1.2,57.3,0,0,0,0,0,73,,0,,0,0,0,,0.2,0.1,0,0,0.2,,,,0.1,0.06,0.088,0,,1.4,33.5,33.5,0,0,0,0,0,0,,0.01,,0.01,0,0.3,0,0.07,,0.01,0,0.01,0,0.01,,,,,,0,0.01,0.53,0.01,,0,,0.69,,,,,0.08,0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0.01,0,,0,0,,,,0.02
Bread,Wheat bread av brown and wholemeal w seeds,per 100g,,1156,275,34.6,11.9,11.9,0,1.7,,7.1,6.7,1.2,1.8,3.7,0.7,3,0,37.2,1.7,35.5,0,7.2,0,,2.1,1,352,286,43,248,91,2.2,0,2.2,0.27,7,1.9,50.6,0,0,0,1,0,64,,0,,0,0,0,,1.7,1.6,0.1,0,0.2,,,,0.22,0.07,0.136,0,,1.8,42.8,42.8,0,0,0,0,0,0,0,0.01,0,0.01,0,0.78,0,0.31,,0.02,0,0.02,0,0.01,0,0,0,,,0,0.01,1.73,0.01,0,0,0,2.99,0,0,0,0,0.74,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,0,0,0.01,0,,0,0,0,,,0.04
Fats and oils,Low fat margarine product Vita d'Or Goed begin,per 100g,"CA, CHOCAL, FOL, FOLAC, RETOL, RIBF, THIA, VITA_RAE, VITA_RE, VITB12, VITB6, VITD",1425,347,60.8,0,0,0,,,38,36.5,8.8,9.6,17.3,3.5,13.8,0.8,1.1,0.1,1.1,0,0.1,0,,,1,132,42,600,23,2,0.1,0,0.1,0,0,0,1.5,800,800,800,,,,,,,7.5,0,7.5,,10,,,,,,,,1.1,1.4,1.4,2.5,,0,340,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,,,,,3.46,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
Vegetables,Artichoke hearts canned,per 100g,,113,27,90,2.1,2.1,0,0.3,29,0.4,0.3,0.1,0,0.2,0.1,0.1,0,1.5,0.7,0.8,0,4.8,0,,1.3,0,389,184,28,46,25,1,0,1,0.12,1,0.39,1.3,3,7,0,37,0,146,41,5,0,0,0,0,0,1.1,1.1,0.1,0,0,24.6,24.6,0,0.37,0.08,0.038,0,0.7,0.3,62.6,62.6,0,3,0,0,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Lettuce romaine raw,per 100g,,69,17,94.6,1.2,1.2,0,,,0.3,0.2,0,0,0.2,0.1,0,0,1.2,1.2,0,0,2.1,0,,0.6,0,8,247,33,30,14,1,0,1,0.05,0,0.23,0.5,436,871,0,5226,0,,,0,0,0,0,0,0,0.2,0.1,0,0,0.4,102.5,102.5,,0.07,0.07,0.074,0,,0.3,136,136,0,4,0,0,0,0,,0,,0,,0.04,,0.01,,,,,,,,,,,,,0,0.01,0,0,,,0.05,,,,,0.11,,0,,,,,0,,0,,,,,,,0,0,,,,,,,,,,,,,,,
Potatoes and tubers,Potato product natural precooked chilled,per 100g,,340,80,78.9,1.7,1.7,0,,19,0.4,0.3,0.1,0,0.2,0.1,0.1,0,16.6,0.6,16,0,1.7,0,,,0,80,312,9,42,19,0.4,0,0.4,0.08,0,0.24,2.5,0,0,0,3,0,20,5,0,7,0,0,0,0,0.1,0.1,0,0,0,,,,0.06,0.01,0.241,0,1.2,0.9,17.4,17.4,0,15,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.09,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fats and oils,Oil rice bran,per 100g,,3700,900,0,0,0,0,,0,100,94,19.2,39.3,35,1.6,33.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.1,0,0.1,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,32.3,32.3,,,,24.7,24.7,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0.7,,16.9,,1.6,,,,,,,,,,,,,0.2,39.1,0,0,,,33.4,,,,,1.6,,0,,,,,0,,0,,,,,,,0,0,,,,,,,,,,,,,,,0.5
Fats and oils,Frying oil,per 100g,,3700,900,0,0,0,0,,,100,96,10.7,28.2,56.9,0.1,56.8,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,,,,,,0,0,0,0,48.7,48.7,0,0,0,5.7,5.7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,6.05,0,3.46,0,0.19,0,0.67,0,0.19,0,0,0,0,0,0,0.11,27.91,0.2,0,0,0,56.87,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
